Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0052328										LOC_Os07g07640.1			
OG0052329										LOC_Os07g40224.1			
OG0052330										LOC_Os07g42780.1			
OG0052331										LOC_Os07g02390.1			
OG0052332										LOC_Os07g12660.1			
OG0052333										LOC_Os07g12390.1			
OG0052334										LOC_Os07g16364.1			
OG0052335										LOC_Os07g38370.1			
OG0052336										LOC_Os07g42270.1			
OG0052337										LOC_Os07g37880.1			
OG0052338										LOC_Os07g15920.1			
OG0052339										LOC_Os07g17689.1			
OG0052340										LOC_Os07g16980.1			
OG0052341										LOC_Os07g43300.1			
OG0052342										LOC_Os07g07730.1			
OG0052343										LOC_Os07g12460.1			
OG0052344										LOC_Os07g04800.1			
OG0052345										LOC_Os07g26890.1			
OG0052346										LOC_Os07g23530.1			
OG0052347										LOC_Os07g39440.1			
OG0052348										LOC_Os07g29340.1			
OG0052349										LOC_Os07g48110.1			
OG0052350										LOC_Os07g12300.1			
OG0052351										LOC_Os07g46315.1			
OG0052352										LOC_Os07g23140.1			
OG0052353										LOC_Os07g14910.1			
OG0052354										LOC_Os07g26540.1			
OG0052355										LOC_Os07g29530.1			
OG0052356										LOC_Os07g10320.1			
OG0052357										LOC_Os07g29970.1			
OG0052358										LOC_Os07g17450.1			
OG0052359										LOC_Os07g35979.1			
OG0052360										LOC_Os07g46530.1			
OG0052361										LOC_Os07g07150.1			
OG0052362										LOC_Os07g28860.1			
OG0052363										LOC_Os07g14450.1			
OG0052364										LOC_Os07g31010.1			
OG0052365										LOC_Os07g07280.1			
OG0052366										LOC_Os07g28180.1			
OG0052367										LOC_Os07g25600.1			
OG0052368										LOC_Os07g26750.1			
OG0052369										LOC_Os07g35670.1			
OG0052370										LOC_Os07g09160.1			
OG0052371										LOC_Os07g09650.1			
OG0052372										LOC_Os07g08550.1			
OG0052373										LOC_Os07g08480.1			
OG0052374										LOC_Os07g48190.1			
OG0052375										LOC_Os07g01120.1			
OG0052376										LOC_Os07g35150.1			
OG0052377										LOC_Os07g08260.1			
OG0052378										LOC_Os07g14720.1			
OG0052379										LOC_Os07g08380.1			
OG0052380										LOC_Os07g33460.1			
OG0052381										LOC_Os07g13930.1			
OG0052382										LOC_Os07g11300.1			
OG0052383										LOC_Os07g01230.1			
OG0052384										LOC_Os07g09780.1			
OG0052385										LOC_Os07g12670.1			
OG0052386										LOC_Os07g04370.1			
OG0052387										LOC_Os07g09620.1			
OG0052388										LOC_Os07g13910.1			
OG0052389										LOC_Os07g40870.1			
OG0052390										LOC_Os07g26910.1			
OG0052391										LOC_Os07g06050.1			
OG0052392										LOC_Os07g45039.1			
OG0052393										LOC_Os07g26670.1			
OG0052394										LOC_Os07g02674.1			
OG0052395										LOC_Os07g31194.1			
OG0052396										LOC_Os07g38140.1			
OG0052397										LOC_Os07g40110.1			
OG0052398										LOC_Os07g39650.1			
OG0052399										LOC_Os07g38720.1			
OG0052400										LOC_Os07g32129.1			
OG0052401										LOC_Os07g15240.1			
OG0052402										LOC_Os07g06760.1			
OG0052403										LOC_Os07g05060.1			
OG0052404										LOC_Os07g17000.1			
OG0052405										LOC_Os07g25660.1			
OG0052406										LOC_Os07g12760.1			
OG0052407										LOC_Os07g33380.1			
OG0052408										LOC_Os07g26595.1			
OG0052409										LOC_Os07g01160.1			
OG0052410										LOC_Os07g31410.1			
OG0052411										LOC_Os07g28420.1			
OG0052412										LOC_Os07g16790.1			
OG0052413										LOC_Os07g10340.1			
OG0052414										LOC_Os07g31870.1			
OG0052415										LOC_Os07g17320.1			
OG0052416										LOC_Os07g28930.1			
OG0052417										LOC_Os07g17410.1			
OG0052418										LOC_Os07g02400.1			
OG0052419										LOC_Os07g05030.1			
OG0052420										LOC_Os07g34290.1			
OG0052421										LOC_Os07g45100.1			
OG0052422										LOC_Os07g41850.1			
OG0052423										LOC_Os07g41760.1			
OG0052424										LOC_Os07g09914.1			
OG0052425										LOC_Os07g10650.1			
OG0052426										LOC_Os07g27680.1			
OG0052427										LOC_Os07g30010.1			
OG0052428										LOC_Os07g39200.1			
OG0052429										LOC_Os07g14620.1			
OG0052430										LOC_Os07g26210.1			
OG0052431										LOC_Os07g36580.1			
OG0052432										LOC_Os07g28880.1			
OG0052433										LOC_Os07g10200.1			
OG0052434										LOC_Os07g41100.1			
OG0052435										LOC_Os07g29300.1			
OG0052436										LOC_Os07g06930.1			
OG0052437										LOC_Os07g10930.1			
OG0052438										LOC_Os07g40280.1			
OG0052439										LOC_Os07g22340.1			
OG0052440										LOC_Os07g14760.1			
OG0052441										LOC_Os07g25940.1			
OG0052442										LOC_Os07g27620.1			
OG0052443										LOC_Os07g26590.1			
OG0052444										LOC_Os07g41000.1			
OG0052445										LOC_Os07g39114.1			
OG0052446										LOC_Os07g32050.1			
OG0052447										LOC_Os07g15870.1			
OG0052448										LOC_Os07g48750.1			
OG0052449										LOC_Os07g25410.1			
OG0052450										LOC_Os07g29720.1			
OG0052451										LOC_Os07g27040.1			
OG0052452										LOC_Os07g48120.1			
OG0052453										LOC_Os07g22470.1			
OG0052454										LOC_Os07g15940.1			
OG0052455										LOC_Os07g16270.1			
OG0052456										LOC_Os07g29380.1			
OG0052457										LOC_Os07g05145.1			
OG0052458										LOC_Os07g04440.1			
OG0052459										LOC_Os07g34060.1			
OG0052460										LOC_Os07g19160.1			
OG0052461										LOC_Os07g23510.1			
OG0052462										LOC_Os07g25530.1			
OG0052463										LOC_Os07g05160.1			
OG0052464										LOC_Os01g31920.1			
OG0052465										LOC_Os01g51240.1			
OG0052466										LOC_Os01g25220.1			
OG0052467										LOC_Os01g48590.1			
OG0052468										LOC_Os01g65210.1			
OG0052469										LOC_Os01g12780.1			
OG0052470										LOC_Os01g31930.1			
OG0052471										LOC_Os01g01940.1			
OG0052472										LOC_Os01g54000.1			
OG0052473										LOC_Os01g67610.1			
OG0052474										LOC_Os01g65540.1			
OG0052475										LOC_Os01g40320.1			
OG0052476										LOC_Os01g19780.1			
OG0052477										LOC_Os01g37220.1			
OG0052478										LOC_Os01g56480.1			
OG0052479										LOC_Os01g12120.1			
OG0052480										LOC_Os01g19350.1			
OG0052481										LOC_Os01g34540.1			
OG0052482										LOC_Os01g53440.1			
OG0052483										LOC_Os01g25230.1			
OG0052484										LOC_Os01g11400.1			
OG0052485										LOC_Os01g50560.1			
OG0052486										LOC_Os01g46640.1			
OG0052487										LOC_Os01g64710.1			
OG0052488										LOC_Os01g68240.1			
OG0052489										LOC_Os01g45820.1			
OG0052490										LOC_Os01g34300.1			
OG0052491										LOC_Os01g34100.1			
OG0052492										LOC_Os01g46360.1			
OG0052493										LOC_Os01g01930.1			
OG0052494										LOC_Os01g50910.1			
OG0052495										LOC_Os01g20860.1			
OG0052496										LOC_Os01g35840.1			
OG0052497										LOC_Os01g22000.1			
OG0052498										LOC_Os01g44160.1			
OG0052499										LOC_Os01g13380.1			
OG0052500										LOC_Os01g23260.1			
OG0052501										LOC_Os01g11690.1			
OG0052502										LOC_Os01g51632.1			
OG0052503										LOC_Os01g72910.1			
OG0052504										LOC_Os01g35310.1			
OG0052505										LOC_Os01g10860.1			
OG0052506										LOC_Os01g60180.1			
OG0052507										LOC_Os01g23500.1			
OG0052508										LOC_Os01g08370.1			
OG0052509										LOC_Os01g09690.1			
OG0052510										LOC_Os01g68269.1			
OG0052511										LOC_Os01g71620.1			
OG0052512										LOC_Os01g26090.1			
OG0052513										LOC_Os01g01430.1			
OG0052514										LOC_Os01g14210.1			
OG0052515										LOC_Os01g09650.1			
OG0052516										LOC_Os01g18460.1			
OG0052517										LOC_Os01g05160.1			
OG0052518										LOC_Os01g43290.1			
OG0052519										LOC_Os01g23510.1			
OG0052520										LOC_Os01g41990.1			
OG0052521										LOC_Os01g55430.2			
OG0052522										LOC_Os01g64350.1			
OG0052523										LOC_Os01g47930.1			
OG0052524										LOC_Os01g44320.1			
OG0052525										LOC_Os01g65340.1			
OG0052526										LOC_Os01g74430.1			
OG0052527										LOC_Os01g36470.1			
OG0052528										LOC_Os01g04670.1			
OG0052529										LOC_Os01g18710.1			
OG0052530										LOC_Os01g31830.1			
OG0052531										LOC_Os01g23600.1			
OG0052532										LOC_Os01g32200.1			
OG0052533										LOC_Os01g51930.1			
OG0052534										LOC_Os01g25150.1			
OG0052535										LOC_Os01g47480.1			
OG0052536										LOC_Os01g21750.1			
OG0052537										LOC_Os01g04510.1			
OG0052538										LOC_Os01g39090.1			
OG0052539										LOC_Os01g21060.1			
OG0052540										LOC_Os01g69904.1			
OG0052541										LOC_Os01g35950.1			
OG0052542										LOC_Os01g04970.1			
OG0052543										LOC_Os01g37660.1			
OG0052544										LOC_Os01g35330.2			
OG0052545										LOC_Os01g53190.1			
OG0052546										LOC_Os01g01880.1			
OG0052547										LOC_Os01g19150.2			
OG0052548										LOC_Os01g59300.1			
OG0052549										LOC_Os01g43400.1			
OG0052550										LOC_Os01g66630.1			
OG0052551										LOC_Os01g63444.1			
OG0052552										LOC_Os01g13500.1			
OG0052553										LOC_Os01g21300.1			
OG0052554										LOC_Os01g35320.1			
OG0052555										LOC_Os01g15220.1			
OG0052556										LOC_Os01g31570.1			
OG0052557										LOC_Os01g52670.1			
OG0052558										LOC_Os01g14240.1			
OG0052559										LOC_Os01g59770.1			
OG0052560										LOC_Os01g40920.1			
OG0052561										LOC_Os01g49370.1			
OG0052562										LOC_Os01g12060.1			
OG0052563										LOC_Os01g12100.1			
OG0052564										LOC_Os01g21950.1			
OG0052565										LOC_Os01g37280.1			
OG0052566										LOC_Os01g67320.1			
OG0052567										LOC_Os01g43880.1			
OG0052568										LOC_Os01g60630.1			
OG0052569										LOC_Os01g04690.1			
OG0052570										LOC_Os01g63370.1			
OG0052571										LOC_Os01g47380.1			
OG0052572										LOC_Os01g72660.1			
OG0052573										LOC_Os01g01980.1			
OG0052574										LOC_Os01g51904.1			
OG0052575										LOC_Os01g41920.1			
OG0052576										LOC_Os01g32650.1			
OG0052577										LOC_Os01g29600.1			
OG0052578										LOC_Os01g63790.1			
OG0052579										LOC_Os01g21130.1			
OG0052580										LOC_Os01g10060.1			
OG0052581										LOC_Os01g64949.1			
OG0052582										LOC_Os01g71040.1			
OG0052583										LOC_Os01g50710.1			
OG0052584										LOC_Os01g14400.1			
OG0052585										LOC_Os01g69279.1			
OG0052586										LOC_Os01g72440.1			
OG0052587										LOC_Os01g42670.1			
OG0052588										LOC_Os01g16990.1			
OG0052589										LOC_Os01g68720.1			
OG0052590										LOC_Os01g22650.1			
OG0052591										LOC_Os01g25430.1			
OG0052592										LOC_Os01g23700.1			
OG0052593										LOC_Os01g66530.1			
OG0052594										LOC_Os01g25770.1			
OG0052595										LOC_Os01g26070.1			
OG0052596										LOC_Os01g66990.1			
OG0052597										LOC_Os01g39710.1			
OG0052598										LOC_Os01g23400.1			
OG0052599										LOC_Os01g64340.1			
OG0052600										LOC_Os01g39210.1			
OG0052601										LOC_Os01g40820.1			
OG0052602										LOC_Os01g07650.1			
OG0052603										LOC_Os01g42024.1			
OG0052604										LOC_Os01g01730.1			
OG0052605										LOC_Os01g43274.1			
OG0052606										LOC_Os01g58170.1			
OG0052607										LOC_Os01g02010.1			
OG0052608										LOC_Os01g20890.1			
OG0052609										LOC_Os01g63900.1			
OG0052610										LOC_Os01g57750.1			
OG0052611										LOC_Os01g61520.1			
OG0052612										LOC_Os01g04324.1			
OG0052613										LOC_Os01g22450.1			
OG0052614										LOC_Os01g41740.1			
OG0052615										LOC_Os01g12900.1			
OG0052616										LOC_Os01g41730.1			
OG0052617										LOC_Os01g32259.1			
OG0052618										LOC_Os01g03810.1			
OG0052619										LOC_Os01g58444.1			
OG0052620										LOC_Os01g13024.1			
OG0052621										LOC_Os01g45430.1			
OG0052622										LOC_Os01g05585.1			
OG0052623										LOC_Os01g51740.1			
OG0052624										LOC_Os01g21100.1			
OG0052625										LOC_Os01g22440.1			
OG0052626										LOC_Os01g37990.1			
OG0052627										LOC_Os01g45659.1			
OG0052628										LOC_Os01g61814.1			
OG0052629										LOC_Os01g39399.1			
OG0052630										LOC_Os01g39320.1			
OG0052631										LOC_Os01g03350.1			
OG0052632										LOC_Os01g38900.1			
OG0052633										LOC_Os01g73604.1			
OG0052634										LOC_Os01g71100.1			
OG0052635										LOC_Os01g61870.1			
OG0052636										LOC_Os01g39490.1			
OG0052637										LOC_Os01g27030.1			
OG0052638										LOC_Os01g24120.1			
OG0052639										LOC_Os01g34260.1			
OG0052640										LOC_Os01g72290.2			
OG0052641										LOC_Os01g09350.1			
OG0052642										LOC_Os01g06310.1			
OG0052643										LOC_Os01g56160.1			
OG0052644										LOC_Os01g13950.1			
OG0052645										LOC_Os01g64580.1			
OG0052646										LOC_Os01g62945.1			
OG0052647										LOC_Os01g44190.1			
OG0052648										LOC_Os01g53360.1			
OG0052649										LOC_Os01g23705.1			
OG0052650										LOC_Os01g34120.1			
OG0052651										LOC_Os01g50600.1			
OG0052652										LOC_Os01g52150.1			
OG0052653										LOC_Os01g54320.1			
OG0052654										LOC_Os01g17060.1			
OG0052655										LOC_Os01g06620.1			
OG0052656										LOC_Os01g49730.1			
OG0052657										LOC_Os01g54730.1			
OG0052658										LOC_Os01g01500.1			
OG0052659										LOC_Os01g24590.1			
OG0052660										LOC_Os01g29804.3			
OG0052661										LOC_Os01g23390.1			
OG0052662										LOC_Os01g48160.1			
OG0052663										LOC_Os01g26010.1			
OG0052664										LOC_Os01g47670.1			
OG0052665										LOC_Os01g20020.1			
OG0052666										LOC_Os01g62090.1			
OG0052667										LOC_Os01g29870.1			
OG0052668										LOC_Os01g31480.1			
OG0052669										LOC_Os01g08240.1			
OG0052670										LOC_Os01g02850.1			
OG0052671										LOC_Os01g45600.1			
OG0052672										LOC_Os01g51735.1			
OG0052673										LOC_Os01g65692.1			
OG0052674										LOC_Os01g24060.1			
OG0052675										LOC_Os01g29830.1			
OG0052676										LOC_Os01g49630.1			
OG0052677										LOC_Os01g43690.1			
OG0052678										LOC_Os01g25260.1			
OG0052679										LOC_Os01g34590.1			
OG0052680										LOC_Os01g61730.1			
OG0052681										LOC_Os01g18720.1			
OG0052682										LOC_Os01g72390.1			
OG0052683										LOC_Os01g16060.1			
OG0052684										LOC_Os01g19500.1			
OG0052685										LOC_Os01g33514.1			
OG0052686										LOC_Os01g40760.1			
OG0052687										LOC_Os01g73090.1			
OG0052688										LOC_Os01g73820.1			
OG0052689										LOC_Os01g67270.1			
OG0052690										LOC_Os01g49219.1			
OG0052691										LOC_Os01g43860.1			
OG0052692										LOC_Os01g55130.1			
OG0052693										LOC_Os01g15270.1			
OG0052694										LOC_Os01g54424.1			
OG0052695										LOC_Os01g51560.1			
OG0052696										LOC_Os01g61530.1			
OG0052697										LOC_Os01g41540.1			
OG0052698										LOC_Os01g53760.1			
OG0052699										LOC_Os01g44380.1			
OG0052700										LOC_Os01g59030.1			
OG0052701										LOC_Os01g53770.1			
OG0052702										LOC_Os01g64530.1			
OG0052703										LOC_Os01g13910.1			
OG0052704										LOC_Os01g21260.1			
OG0052705										LOC_Os01g19670.1			
OG0052706										LOC_Os01g50980.1			
OG0052707										LOC_Os01g38840.1			
OG0052708										LOC_Os01g10400.1			
OG0052709										LOC_Os01g28290.1			
OG0052710										LOC_Os01g41560.1			
OG0052711										LOC_Os01g15590.1			
OG0052712										LOC_Os01g61340.1			
OG0052713										LOC_Os01g20010.1			
OG0052714										LOC_Os01g25550.1			
OG0052715										LOC_Os01g67835.1			
OG0052716										LOC_Os01g67910.1			
OG0052717										LOC_Os01g41410.1			
OG0052718										LOC_Os01g52851.1			
OG0052719										LOC_Os01g32930.1			
OG0052720										LOC_Os01g16440.1			
OG0052721										LOC_Os01g31700.1			
OG0052722										LOC_Os01g36810.1			
OG0052723										LOC_Os01g29720.1			
OG0052724										LOC_Os01g17330.2			
OG0052725										LOC_Os01g05340.1			
OG0052726										LOC_Os01g27620.1			
OG0052727										LOC_Os01g57530.1			
OG0052728										LOC_Os01g54410.1			
OG0052729										LOC_Os01g50780.1			
OG0052730										LOC_Os01g56650.1			
OG0052731										LOC_Os01g53550.1			
OG0052732										LOC_Os01g18370.1			
OG0052733										LOC_Os01g18150.1			
OG0052734										LOC_Os01g34320.1			
OG0052735										LOC_Os01g32890.1			
OG0052736										LOC_Os01g42000.1			
OG0052737										LOC_Os01g21680.1			
OG0052738										LOC_Os01g24110.1			
OG0052739										LOC_Os01g49150.1			
OG0052740										LOC_Os01g55180.1			
OG0052741										LOC_Os01g12850.1			
OG0052742										LOC_Os01g11640.1			
OG0052743										LOC_Os01g06910.1			
OG0052744										LOC_Os01g10650.1			
OG0052745										LOC_Os01g32740.1			
OG0052746										LOC_Os01g72850.1			
OG0052747										LOC_Os01g07660.1			
OG0052748										LOC_Os01g03960.1			
OG0052749										LOC_Os01g18960.1			
OG0052750										LOC_Os01g14250.1			
OG0052751										LOC_Os01g24930.1			
OG0052752										LOC_Os01g49020.1			
OG0052753										LOC_Os01g18940.1			
OG0052754										LOC_Os01g16280.1			
OG0052755										LOC_Os01g53779.2			
OG0052756										LOC_Os01g45790.1			
